elapsed_s	offset_ns	freq_ppb
14956.001	3	9777
14957.001	5	9780
14958.001	-3	9774
14959.001	3	9779
14960.001	-4	9773
14961.001	3	9779
14962.001	3	9780
14963.001	3	9780
14964.001	-5	9773
14965.001	1	9778
14966.001	2	9779
14967.001	-4	9774
14968.001	1	9778
14969.001	3	9780
14970.001	-5	9773
14971.001	2	9778
14972.001	3	9780
14973.001	-11	9767
14974.001	1	9775
14975.001	5	9780
14976.001	-2	9774
14977.001	-3	9773
14978.001	3	9778
14979.001	-2	9774
14980.001	4	9779
14981.001	-3	9773
14982.001	-3	9772
14983.001	4	9778
14984.001	4	9780
14985.001	-3	9774
14986.001	9	9785
14987.001	3	9782
14988.001	-6	9774
14989.001	0	9778
14990.001	1	9779
14991.001	-5	9773
14992.001	1	9778
14993.001	3	9780
14994.001	-4	9774
14995.001	1	9778
14996.001	-4	9773
14997.001	2	9778
14998.001	4	9780
14999.001	-4	9773
15000.001	2	9778
15001.001	9	9786
15002.001	-4	9776
15003.001	0	9778
15004.001	0	9778
15005.001	-12	9766
15006.001	1	9776
15007.001	-2	9773
15008.001	4	9778
15009.001	-2	9774
15010.001	-3	9772
15011.001	5	9779
15012.001	-8	9768
15013.001	10	9783
15014.001	-7	9769
15015.001	3	9777
15016.001	5	9780
15017.001	-3	9774
15018.001	3	9779
15019.001	-3	9774
15020.001	2	9778
15021.001	4	9780
15022.001	-4	9773
15023.001	2	9778
15024.001	-4	9773
15025.001	3	9779
15026.001	9	9786
15027.001	-3	9776
15028.001	0	9778
15029.001	7	9785
15030.001	1	9781
15031.001	-2	9779
15032.001	-8	9772
15033.001	6	9784
15034.001	-6	9774
15035.001	0	9778
15036.001	-5	9773
15037.001	2	9778
15038.001	-4	9773
15039.001	-4	9772
15040.001	3	9777
15041.001	-1	9774
15042.001	3	9778
15043.001	-8	9768
15044.001	3	9777
15045.001	-1	9773
15046.001	5	9779
15047.001	-8	9768
15048.001	3	9776
15049.001	6	9780
15050.001	-1	9775
15051.001	3	9779
15052.001	-3	9774
15053.001	3	9779
15054.001	-10	9767
15055.001	3	9777
15056.001	-1	9773
15057.001	5	9779
15058.001	5	9781
15059.001	-10	9767
15060.001	2	9776
15061.001	-1	9774
15062.001	4	9778
15063.001	-1	9775
15064.001	-3	9772
15065.001	3	9777
15066.001	-8	9767
15067.001	4	9777
15068.001	-7	9767
15069.001	5	9777
15070.001	7	9781
15071.001	-7	9769
15072.001	4	9778
15073.001	-1	9774
15074.001	-2	9772
15075.001	-2	9772
15076.001	-1	9772
15077.001	-1	9772
15078.001	6	9779
15079.001	-6	9768
15080.001	-2	9771
15081.001	7	9779
15082.001	-6	9768
15083.001	-1	9771
15084.001	7	9779
15085.001	-6	9768
15086.001	-2	9770
15087.001	1	9773
15088.001	-6	9766
15089.001	1	9771
15090.001	3	9774
15091.001	-5	9766
15092.001	8	9778
15093.001	-3	9769
15094.001	6	9777
15095.001	2	9775
15096.001	-1	9773
15097.001	5	9779
15098.001	-7	9768
15099.001	4	9777
15100.001	6	9780
15101.001	-8	9768
15102.001	3	9777
15103.001	6	9780
15104.001	-8	9768
15105.001	9	9783
15106.001	6	9783
15107.001	-4	9774
15108.001	-6	9771
15109.001	8	9783
15110.001	-2	9776
15111.001	-5	9772
15112.001	8	9784
15113.001	-9	9769
15114.001	1	9776
15115.001	-3	9773
15116.001	10	9785
15117.001	4	9782
15118.001	-5	9774
15119.001	1	9778
15120.001	1	9779
15121.001	-5	9773
15122.001	1	9778
15123.001	3	9780
15124.001	2	9780
15125.001	8	9786
15126.001	-12	9769
15127.001	-2	9775
15128.001	-4	9773
15129.001	2	9777
15130.001	4	9780
15131.001	-3	9774
15132.001	-4	9772
15133.001	2	9777
15134.001	-2	9774
15135.001	-3	9772
15136.001	-2	9772
15137.001	5	9779
15138.001	5	9780
15139.001	-9	9768
15140.001	3	9777
15141.001	-1	9774
15142.001	4	9778
15143.001	-8	9768
15144.001	3	9776
15145.001	0	9774
15146.001	-1	9773
15147.001	-2	9772
15148.001	-1	9772
15149.001	6	9779
15150.001	-7	9768
15151.001	4	9777
15152.001	7	9781
15153.001	-7	9769
15154.001	3	9777
15155.001	-1	9774
15156.001	4	9778
15157.001	-2	9774
15158.001	-3	9772
15159.001	4	9778
15160.001	5	9780
15161.001	-2	9775
15162.001	2	9778
15163.001	-4	9773
15164.001	3	9779
15165.001	3	9780
15166.001	-4	9773
15167.001	2	9778
15168.001	-10	9767
15169.001	2	9776
15170.001	6	9780
15171.001	-2	9774
15172.001	-4	9772
15173.001	4	9778
15174.001	-2	9774
15175.001	4	9779
15176.001	10	9786
15177.001	-10	9769
15178.001	0	9776
15179.001	-4	9772
15180.001	3	9778
15181.001	4	9780
15182.001	-3	9774
15183.001	2	9778
15184.001	-3	9774
15185.001	2	9778
15186.001	-3	9774
15187.001	-4	9772
15188.001	3	9777
15189.001	-1	9774
15190.001	3	9778
15191.001	4	9780
15192.001	3	9780
15193.001	-4	9774
15194.001	1	9778
15195.001	2	9779
15196.001	-4	9774
15197.001	1	9778
15198.001	3	9780
15199.001	2	9780
15200.001	-5	9773
15201.001	1	9778
15202.001	2	9779
15203.001	-4	9774
15204.001	1	9778
15205.001	9	9786
15206.001	-4	9776
15207.001	0	9778
15208.001	1	9779
15209.001	0	9779
15210.001	1	9780
15211.001	0	9779
15212.001	7	9786
15213.001	-6	9775
15214.001	-3	9776
15215.001	7	9785
15216.001	-6	9774
15217.001	-1	9778
15218.001	0	9778
15219.001	-5	9773
15220.001	0	9777
15221.001	2	9779
15222.001	-3	9774
15223.001	-5	9772
15224.001	-4	9771
15225.001	4	9778
15226.001	-8	9767
15227.001	4	9777
15228.001	7	9781
15229.001	-7	9769
15230.001	2	9776
15231.001	0	9774
15232.001	-9	9765
15233.001	5	9777
15234.001	7	9780
15235.001	0	9775
15236.001	4	9779
15237.001	3	9780
15238.001	-10	9767
15239.001	2	9776
15240.001	4	9779
15241.001	5	9781
15242.001	-4	9774
15243.001	1	9778
15244.001	3	9780
15245.001	-11	9767
15246.001	2	9776
15247.001	5	9780
15248.001	-3	9774
15249.001	-4	9772
15250.001	-3	9771
15251.001	5	9779
15252.001	-7	9768
15253.001	4	9777
15254.001	0	9774
15255.001	-2	9772
15256.001	-1	9773
15257.001	-1	9772
15258.001	6	9779
15259.001	-7	9768
15260.001	-2	9771
15261.001	7	9779
15262.001	-6	9768
15263.001	-2	9770
15264.001	1	9773
15265.001	-6	9766
15266.001	8	9778
15267.001	2	9775
15268.001	-6	9767
15269.001	6	9777
15270.001	1	9774
15271.001	-1	9773
15272.001	-1	9772
15273.001	0	9773
15274.001	0	9773
15275.001	-1	9772
15276.001	0	9773
15277.001	-6	9767
15278.001	0	9771
15279.001	2	9773
15280.001	2	9773
15281.001	1	9773
15282.001	7	9779
15283.001	-6	9768
15284.001	5	9778
15285.001	0	9774
15286.001	-8	9766
15287.001	-2	9770
15288.001	-5	9766
15289.001	8	9778
15290.001	3	9775
15291.001	1	9774
15292.001	0	9773
15293.001	-1	9772
15294.001	-1	9772
15295.001	0	9773
15296.001	-6	9767
15297.001	6	9777
15298.001	8	9781
15299.001	-6	9769
15300.001	4	9777
15301.001	6	9780
15302.001	-8	9768
15303.001	3	9777
15304.001	5	9780
15305.001	-2	9774
15306.001	3	9779
15307.001	3	9780
15308.001	-10	9767
15309.001	2	9776
15310.001	-2	9773
15311.001	-2	9772
15312.001	4	9778
15313.001	-1	9774
15314.001	-2	9773
15315.001	-2	9772
15316.001	5	9779
15317.001	5	9780
15318.001	-8	9769
15319.001	2	9776
15320.001	-1	9774
15321.001	-2	9772
15322.001	-2	9772
15323.001	5	9778
15324.001	0	9775
15325.001	-2	9773
15326.001	-2	9772
15327.001	5	9779
15328.001	-1	9774
15329.001	-2	9773
15330.001	4	9778
15331.001	-1	9774
15332.001	4	9779
15333.001	4	9780
15334.001	-10	9767
15335.001	1	9775
15336.001	5	9780
15337.001	-2	9774
15338.001	3	9779
15339.001	3	9780
15340.001	-10	9767
15341.001	2	9776
15342.001	4	9779
15343.001	-9	9767
15344.001	3	9777
15345.001	-1	9773
15346.001	-1	9773
15347.001	-2	9772
15348.001	-1	9772
15349.001	0	9773
15350.001	-1	9772
15351.001	-6	9767
15352.001	6	9777
15353.001	-4	9769
15354.001	0	9771
15355.001	1	9772
15356.001	-5	9767
15357.001	1	9771
15358.001	-4	9767
15359.001	9	9778
15360.001	3	9775
15361.001	-6	9767
15362.001	0	9771
15363.001	-5	9766
15364.001	2	9772
15365.001	9	9779
15366.001	-4	9769
15367.001	0	9772
15368.001	-5	9767
15369.001	7	9777
15370.001	2	9774
15371.001	-5	9768
15372.001	-1	9770
15373.001	1	9772
15374.001	-4	9767
15375.001	1	9771
15376.001	-4	9767
15377.001	2	9771
15378.001	4	9774
15379.001	-4	9767
15380.001	2	9772
15381.001	-4	9767
15382.001	2	9771
15383.001	4	9774
15384.001	-4	9767
15385.001	8	9778
15386.001	-4	9768
15387.001	-6	9765
15388.001	2	9771
15389.001	-3	9767
15390.001	2	9771
15391.001	4	9774
15392.001	-3	9768
15393.001	2	9772
15394.001	-10	9761
15395.001	2	9770
15396.001	5	9773
15397.001	-2	9768
15398.001	3	9772
15399.001	-3	9767
15400.001	-3	9766
15401.001	4	9772
15402.001	-2	9767
15403.001	9	9778
15404.001	4	9775
15405.001	-5	9768
15406.001	0	9771
15407.001	2	9773
15408.001	2	9774
15409.001	-6	9766
15410.001	0	9771
15411.001	9	9780
15412.001	2	9775
15413.001	0	9774
15414.001	-1	9773
15415.001	5	9779
15416.001	-7	9768
15417.001	4	9777
15418.001	6	9780
15419.001	-8	9768
15420.001	-3	9771
15421.001	5	9778
15422.001	7	9781
15423.001	-8	9768
15424.001	3	9777
15425.001	-8	9767
15426.001	-2	9770
15427.001	7	9779
15428.001	-5	9769
15429.001	-2	9770
15430.001	-6	9766
15431.001	1	9771
15432.001	-3	9767
15433.001	9	9778
15434.001	-3	9769
15435.001	0	9771
15436.001	2	9773
15437.001	-5	9767
15438.001	7	9777
15439.001	-4	9768
15440.001	1	9772
15441.001	-5	9766
15442.001	1	9771
15443.001	9	9779
15444.001	-4	9769
15445.001	0	9772
15446.001	1	9773
15447.001	8	9780
15448.001	-6	9768
15449.001	4	9777
15450.001	-6	9768
15451.001	6	9778
15452.001	0	9774
15453.001	-8	9766
15454.001	-1	9770
15455.001	2	9773
15456.001	1	9773
15457.001	1	9773
15458.001	1	9773
15459.001	-6	9767
15460.001	6	9777
15461.001	2	9775
15462.001	-6	9767
15463.001	6	9777
15464.001	-6	9767
15465.001	0	9771
15466.001	1	9772
15467.001	2	9774
15468.001	7	9779
15469.001	-6	9768
15470.001	5	9778
15471.001	0	9774
15472.001	5	9779
15473.001	-2	9774
15474.001	-3	9772
15475.001	4	9778
15476.001	-1	9774
15477.001	4	9779
15478.001	-3	9773
15479.001	3	9778
15480.001	-3	9773
15481.001	3	9778
15482.001	4	9780
15483.001	-3	9774
15484.001	1	9778
15485.001	-3	9774
15486.001	8	9784
15487.001	3	9781
15488.001	-5	9774
15489.001	0	9778
15490.001	1	9779
15491.001	-5	9773
15492.001	7	9784
15493.001	-3	9776
15494.001	0	9778
15495.001	1	9779
15496.001	-5	9773
15497.001	1	9778
15498.001	3	9780
15499.001	2	9780
15500.001	-5	9773
15501.001	1	9778
15502.001	2	9779
15503.001	2	9780
15504.001	-5	9773
15505.001	7	9784
15506.001	-4	9775
15507.001	0	9778
15508.001	8	9786
15509.001	-5	9775
15510.001	-1	9778
15511.001	0	9778
15512.001	1	9779
15513.001	-5	9774
15514.001	0	9777
15515.001	-4	9773
15516.001	2	9778
15517.001	-4	9773
15518.001	3	9778
15519.001	-9	9767
15520.001	3	9777
15521.001	-1	9773
15522.001	-2	9772
15523.001	-1	9773
15524.001	-1	9772
15525.001	-1	9772
15526.001	0	9773
15527.001	7	9780
15528.001	-7	9768
15529.001	5	9778
15530.001	0	9774
15531.001	-8	9766
15532.001	5	9777
15533.001	-6	9767
15534.001	6	9777
15535.001	1	9774
15536.001	6	9780
15537.001	-1	9774
15538.001	4	9779
15539.001	4	9780
15540.001	-3	9774
15541.001	2	9779
15542.001	-4	9773
15543.001	8	9784
15544.001	-10	9768
15545.001	1	9776
15546.001	-2	9774
15547.001	3	9778
15548.001	-2	9774
15549.001	3	9778
15550.001	-9	9767
15551.001	3	9777
15552.001	5	9779
15553.001	-2	9774
15554.001	4	9779
15555.001	-9	9768
15556.001	9	9783
15557.001	-2	9775
15558.001	10	9786
15559.001	-4	9775
15560.001	1	9779
15561.001	1	9779
15562.001	-5	9773
15563.001	7	9784
15564.001	-5	9774
15565.001	1	9778
15566.001	-5	9773
15567.001	8	9784
15568.001	-4	9775
15569.001	1	9778
15570.001	-5	9773
15571.001	8	9784
15572.001	-4	9775
15573.001	1	9778
15574.001	-5	9773
15575.001	8	9784
15576.001	3	9782
15577.001	0	9780
15578.001	0	9780
15579.001	-1	9779
15580.001	6	9785
15581.001	0	9781
15582.001	-8	9773
15583.001	4	9783
15584.001	-6	9774
15585.001	0	9778
15586.001	1	9779
15587.001	1	9779
15588.001	7	9786
15589.001	-6	9775
15590.001	5	9784
15591.001	-6	9774
15592.001	5	9784
15593.001	-6	9774
15594.001	-1	9777
15595.001	7	9785
15596.001	-6	9774
15597.001	-1	9777
15598.001	1	9779
15599.001	1	9779
15600.001	1	9780
15601.001	0	9779
15602.001	-6	9773
15603.001	7	9784
15604.001	2	9781
15605.001	-7	9773
15606.001	6	9784
15607.001	-5	9775
15608.001	6	9784
15609.001	-6	9774
15610.001	6	9784
15611.001	1	9781
15612.001	-1	9779
15613.001	-1	9779
15614.001	0	9780
15615.001	6	9786
15616.001	-7	9774
15617.001	4	9783
15618.001	-7	9773
15619.001	6	9784
15620.001	-6	9774
15621.001	5	9783
15622.001	1	9781
15623.001	-1	9779
15624.001	6	9786
15625.001	-8	9774
15626.001	4	9783
15627.001	-6	9774
15628.001	5	9784
15629.001	0	9780
15630.001	-1	9779
15631.001	-7	9773
15632.001	6	9784
15633.001	1	9781
15634.001	-1	9779
15635.001	0	9780
15636.001	-1	9779
15637.001	-6	9773
15638.001	6	9783
15639.001	-5	9774
15640.001	6	9784
15641.001	2	9782
15642.001	-7	9773
15643.001	5	9783
15644.001	1	9781
15645.001	0	9780
15646.001	-1	9779
15647.001	-1	9779
15648.001	-6	9773
15649.001	6	9783
15650.001	-5	9774
15651.001	0	9778
15652.001	-5	9773
15653.001	8	9784
15654.001	-4	9775
15655.001	1	9778
15656.001	-5	9773
15657.001	1	9777
15658.001	-3	9774
15659.001	2	9778
15660.001	4	9780
15661.001	3	9780
15662.001	-5	9773
15663.001	7	9784
15664.001	-4	9775
15665.001	0	9778
15666.001	2	9780
15667.001	1	9779
15668.001	-6	9773
15669.001	1	9778
15670.001	-4	9773
15671.001	2	9778
15672.001	-4	9773
15673.001	9	9784
15674.001	-2	9776
15675.001	1	9778
15676.001	-5	9773
15677.001	1	9777
15678.001	-3	9774
15679.001	2	9778
15680.001	-3	9773
15681.001	10	9785
15682.001	-9	9769
15683.001	0	9776
15684.001	-3	9773
15685.001	4	9779
15686.001	-2	9774
15687.001	3	9778
15688.001	-9	9767
15689.001	9	9783
15690.001	0	9776
15691.001	2	9778
15692.001	-3	9774
15693.001	9	9785
15694.001	-4	9775
15695.001	1	9778
15696.001	-5	9773
15697.001	1	9777
15698.001	-3	9774
15699.001	3	9779
15700.001	-3	9774
15701.001	2	9778
15702.001	-3	9773
15703.001	3	9778
15704.001	-2	9774
15705.001	-4	9772
15706.001	3	9777
15707.001	-1	9774
15708.001	4	9779
15709.001	-3	9773
15710.001	3	9778
15711.001	-3	9773
15712.001	3	9778
15713.001	-8	9768
15714.001	2	9776
15715.001	-7	9767
15716.001	4	9776
15717.001	1	9775
15718.001	5	9779
15719.001	-1	9774
15720.001	4	9779
15721.001	4	9780
15722.001	-10	9767
15723.001	2	9776
15724.001	-8	9767
15725.001	4	9777
15726.001	-7	9767
15727.001	6	9778
15728.001	1	9775
15729.001	-1	9773
15730.001	-1	9773
15731.001	5	9778
15732.001	0	9775
15733.001	4	9779
15734.001	4	9780
15735.001	-3	9774
15736.001	2	9778
15737.001	-3	9774
15738.001	2	9778
15739.001	-10	9767
15740.001	3	9777
15741.001	-1	9773
15742.001	5	9779
15743.001	5	9781
15744.001	-10	9767
15745.001	2	9776
15746.001	-8	9767
15747.001	5	9777
15748.001	-6	9768
15749.001	-1	9771
15750.001	-6	9766
15751.001	7	9777
15752.001	-3	9769
15753.001	0	9771
15754.001	-4	9767
15755.001	1	9771
15756.001	-4	9766
15757.001	3	9772
15758.001	4	9774
15759.001	-4	9767
15760.001	2	9772
15761.001	-4	9767
15762.001	2	9771
15763.001	-3	9767
15764.001	3	9772
15765.001	3	9773
15766.001	-3	9768
15767.001	2	9772
15768.001	-4	9767
15769.001	2	9771
15770.001	-2	9768
15771.001	8	9777
15772.001	4	9776
15773.001	-6	9767
15774.001	7	9778
15775.001	1	9774
15776.001	0	9774
15777.001	-1	9773
15778.001	5	9778
15779.001	0	9775
15780.001	-2	9773
15781.001	4	9778
15782.001	-8	9767
15783.001	-2	9771
15784.001	0	9772
15785.001	6	9778
15786.001	7	9781
15787.001	-8	9768
15788.001	3	9777
15789.001	-1	9774
15790.001	-2	9772
15791.001	-2	9772
15792.001	5	9778
15793.001	0	9775
15794.001	-2	9773
15795.001	4	9778
15796.001	-1	9774
15797.001	4	9779
15798.001	-3	9773
15799.001	3	9778
15800.001	4	9780
15801.001	-10	9767
15802.001	2	9776
15803.001	-8	9767
15804.001	4	9777
15805.001	0	9774
15806.001	-8	9766
15807.001	5	9776
15808.001	2	9775
15809.001	-7	9767
15810.001	6	9777
15811.001	-5	9768
15812.001	5	9777
15813.001	1	9774
15814.001	0	9774
15815.001	5	9779
15816.001	-7	9768
15817.001	4	9777
15818.001	6	9780
15819.001	-8	9768
15820.001	10	9784
15821.001	6	9783
15822.001	-11	9767
15823.001	8	9783
15824.001	-3	9774
15825.001	-4	9773
15826.001	2	9777
15827.001	-9	9767
15828.001	3	9776
15829.001	6	9780
15830.001	-1	9775
15831.001	3	9779
15832.001	-3	9774
15833.001	2	9778
15834.001	-3	9773
15835.001	3	9778
15836.001	4	9780
15837.001	-3	9774
15838.001	1	9778
15839.001	-4	9773
15840.001	3	9779
15841.001	-3	9774
15842.001	-4	9772
15843.001	10	9784
15844.001	-8	9769
15845.001	1	9776
15846.001	-2	9773
15847.001	4	9779
15848.001	-2	9774
15849.001	3	9778
15850.001	-3	9773
15851.001	3	9778
15852.001	-2	9774
15853.001	2	9778
15854.001	-9	9767
15855.001	3	9777
15856.001	-7	9767
15857.001	4	9776
15858.001	-6	9768
15859.001	6	9778
15860.001	-5	9769
15861.001	-1	9771
15862.001	-6	9766
15863.001	7	9777
15864.001	-3	9769
15865.001	0	9771
15866.001	8	9779
15867.001	-4	9770
15868.001	-1	9771
15869.001	0	9772
15870.001	1	9773
15871.001	-6	9766
15872.001	7	9778
15873.001	-5	9768
15874.001	7	9778
15875.001	-5	9768
15876.001	6	9778
15877.001	7	9781
15878.001	-1	9775
15879.001	4	9779
15880.001	-3	9774
15881.001	3	9779
15882.001	-3	9774
15883.001	2	9778
15884.001	-3	9773
15885.001	3	9778
15886.001	-2	9774
15887.001	9	9785
15888.001	4	9782
15889.001	-6	9774
15890.001	0	9778
15891.001	-5	9773
15892.001	1	9777
15893.001	-4	9773
15894.001	9	9784
15895.001	-2	9776
15896.001	1	9778
15897.001	-5	9773
15898.001	8	9784
15899.001	3	9782
15900.001	-6	9774
15901.001	-1	9777
15902.001	2	9779
15903.001	1	9779
15904.001	-5	9773
15905.001	1	9778
15906.001	-5	9772
15907.001	3	9779
15908.001	-3	9774
15909.001	2	9778
15910.001	4	9780
15911.001	3	9780
15912.001	-5	9773
15913.001	7	9784
15914.001	-4	9775
15915.001	0	9778
15916.001	-5	9773
15917.001	8	9784
15918.001	-4	9775
15919.001	1	9778
15920.001	-5	9773
15921.001	1	9777
15922.001	-9	9768
15923.001	2	9776
15924.001	-1	9773
15925.001	4	9778
15926.001	-7	9768
15927.001	4	9777
15928.001	-1	9773
15929.001	-2	9772
15930.001	5	9779
15931.001	-1	9774
15932.001	4	9779
15933.001	-2	9774
15934.001	4	9779
15935.001	-9	9768
15936.001	2	9776
15937.001	-1	9773
15938.001	5	9779
15939.001	-2	9774
15940.001	4	9779
15941.001	-2	9774
15942.001	9	9785
15943.001	-3	9775
15944.001	1	9778
15945.001	1	9779
15946.001	-5	9773
15947.001	1	9778
15948.001	-4	9773
15949.001	-4	9772
15950.001	-3	9771
15951.001	5	9779
15952.001	6	9781
15953.001	-3	9774
15954.001	3	9779
15955.001	-4	9773
15956.001	3	9779
15957.001	-3	9774
15958.001	-4	9772
15959.001	3	9777
15960.001	5	9780
15961.001	-3	9774
15962.001	3	9779
15963.001	3	9780
15964.001	2	9780
15965.001	1	9779
15966.001	-5	9774
15967.001	0	9777
15968.001	9	9786
15969.001	-5	9775
15970.001	-1	9777
15971.001	1	9779
15972.001	-5	9773
15973.001	1	9778
15974.001	-11	9766
15975.001	2	9776
15976.001	5	9779
15977.001	-2	9774
15978.001	4	9779
15979.001	-10	9767
15980.001	3	9777
15981.001	6	9780
15982.001	-8	9768
15983.001	2	9776
15984.001	6	9780
15985.001	-8	9768
15986.001	2	9776
15987.001	6	9780
15988.001	-2	9774
15989.001	-4	9772
15990.001	-2	9772
15991.001	4	9778
15992.001	6	9781
15993.001	-3	9774
15994.001	2	9778
15995.001	3	9780
15996.001	-10	9767
15997.001	2	9776
15998.001	-8	9767
15999.001	4	9777
16000.001	6	9780
16001.001	-7	9769
16002.001	3	9777
16003.001	6	9780
16004.001	-8	9768
16005.001	-4	9770
16006.001	-1	9772
16007.001	0	9772
16008.001	7	9779
16009.001	-6	9768
16010.001	-2	9771
16011.001	0	9772
16012.001	-5	9767
16013.001	7	9778
16014.001	2	9775
16015.001	0	9773
16016.001	-1	9772
16017.001	-7	9766
16018.001	7	9778
16019.001	8	9781
16020.001	-7	9768
16021.001	4	9777
16022.001	-7	9767
16023.001	5	9777
16024.001	0	9774
16025.001	-8	9766
16026.001	6	9777
16027.001	7	9780
16028.001	-7	9768
16029.001	4	9777
16030.001	6	9780
16031.001	-8	9768
16032.001	3	9777
16033.001	-1	9774
16034.001	-2	9772
16035.001	4	9778
16036.001	-1	9774
16037.001	-2	9773
16038.001	-2	9772
16039.001	-8	9766
16040.001	5	9776
16041.001	-4	9769
16042.001	0	9771
16043.001	7	9778
16044.001	-5	9769
16045.001	-1	9771
16046.001	1	9773
16047.001	1	9773
16048.001	7	9779
16049.001	0	9774
16050.001	-8	9766
16051.001	5	9777
16052.001	1	9775
16053.001	-8	9766
16054.001	-1	9770
16055.001	-5	9766
16056.001	2	9772
16057.001	3	9773
16058.001	-4	9767
16059.001	1	9771
16060.001	-3	9767
16061.001	2	9771
16062.001	10	9780
16063.001	-3	9770
16064.001	-1	9771
16065.001	-6	9766
16066.001	2	9772
16067.001	2	9773
16068.001	-4	9767
16069.001	2	9772
16070.001	3	9774
16071.001	-5	9766
16072.001	2	9772
16073.001	-4	9767
16074.001	2	9771
16075.001	10	9780
16076.001	-10	9763
16077.001	6	9776
16078.001	3	9775
16079.001	-6	9767
16080.001	7	9778
16081.001	2	9775
16082.001	-1	9773
16083.001	6	9779
16084.001	-7	9768
16085.001	-2	9771
16086.001	0	9772
16087.001	-7	9765
16088.001	1	9771
16089.001	-4	9767
16090.001	2	9771
16091.001	10	9780
16092.001	-4	9769
16093.001	0	9772
16094.001	-5	9767
16095.001	7	9777
16096.001	-4	9768
16097.001	7	9778
16098.001	-5	9768
16099.001	6	9778
16100.001	1	9775
16101.001	-1	9773
16102.001	-1	9773
16103.001	-1	9772
16104.001	-1	9772
16105.001	0	9773
16106.001	0	9773
16107.001	7	9780
16108.001	-7	9768
16109.001	5	9778
16110.001	0	9774
16111.001	-2	9772
16112.001	-7	9767
16113.001	5	9776
16114.001	1	9774
16115.001	-6	9767
16116.001	6	9777
16117.001	-5	9768
16118.001	5	9777
16119.001	1	9774
16120.001	0	9774
16121.001	5	9779
16122.001	0	9775
16123.001	4	9779
16124.001	-3	9773
16125.001	3	9778
16126.001	4	9780
16127.001	-10	9767
16128.001	2	9776
16129.001	-2	9773
16130.001	4	9778
16131.001	5	9781
16132.001	-3	9774
16133.001	2	9778
16134.001	-4	9773
16135.001	2	9778
16136.001	-3	9773
16137.001	3	9778
16138.001	4	9780
16139.001	-3	9774
16140.001	1	9778
16141.001	-10	9767
16142.001	2	9776
16143.001	-1	9773
16144.001	-2	9772
16145.001	-1	9773
16146.001	5	9778
16147.001	-6	9769
16148.001	4	9777
16149.001	0	9774
16150.001	5	9779
16151.001	-8	9768
16152.001	3	9776
16153.001	-6	9768
16154.001	5	9777
16155.001	-7	9767
16156.001	6	9778
16157.001	-6	9768
16158.001	0	9772
16159.001	-6	9766
16160.001	1	9771
16161.001	-4	9766
16162.001	3	9772
16163.001	4	9774
16164.001	2	9773
16165.001	-11	9761
16166.001	7	9775
16167.001	-8	9763
16168.001	2	9770
16169.001	-2	9767
16170.001	4	9772
16171.001	-2	9767
16172.001	4	9773
16173.001	-3	9767
16174.001	3	9772
16175.001	-3	9767
16176.001	3	9772
16177.001	4	9774
16178.001	2	9773
16179.001	-4	9768
16180.001	1	9772
16181.001	-5	9766
16182.001	2	9771
16183.001	-3	9767
16184.001	3	9772
16185.001	-3	9767
16186.001	3	9772
16187.001	-3	9767
16188.001	3	9772
16189.001	-3	9767
16190.001	3	9772
16191.001	-3	9767
16192.001	10	9779
16193.001	-3	9769
16194.001	0	9771
16195.001	-5	9766
16196.001	8	9778
16197.001	-3	9769
16198.001	1	9772
16199.001	1	9772
16200.001	8	9780
16201.001	1	9775
16202.001	-2	9772
16203.001	-1	9773
16204.001	-1	9773
16205.001	-1	9772
16206.001	-7	9766
16207.001	-1	9770
16208.001	-4	9767
16209.001	2	9771
16210.001	3	9773
16211.001	3	9774
16212.001	-4	9768
16213.001	1	9772
16214.001	-11	9760
16215.001	8	9776
16216.001	-7	9763
16217.001	2	9770
16218.001	12	9780
16219.001	-2	9770
16220.001	0	9771
16221.001	-11	9760
16222.001	1	9769
16223.001	-2	9766
16224.001	5	9773
16225.001	-8	9761
16226.001	3	9770
16227.001	-1	9767
16228.001	5	9773
16229.001	-1	9768
16230.001	4	9773
16231.001	-3	9767
16232.001	3	9772
16233.001	-3	9767
16234.001	-3	9766
16235.001	3	9771
16236.001	-8	9761
16237.001	4	9771
16238.001	6	9774
16239.001	-8	9762
16240.001	-4	9763
16241.001	0	9766
16242.001	0	9766
16243.001	0	9766
16244.001	0	9766
16245.001	7	9773
16246.001	-6	9762
16247.001	-2	9764
16248.001	-6	9760
16249.001	6	9770
16250.001	-4	9762
16251.001	8	9773
16252.001	8	9775
16253.001	-1	9768
16254.001	-3	9766
16255.001	-3	9765
16256.001	5	9772
16257.001	-8	9761
16258.001	4	9770
16259.001	0	9768
16260.001	6	9774
16261.001	5	9774
16262.001	-3	9768
16263.001	2	9772
16264.001	-4	9767
16265.001	2	9771
16266.001	4	9774
16267.001	2	9773
16268.001	2	9774
16269.001	1	9773
16270.001	-6	9767
16271.001	6	9777
16272.001	2	9775
16273.001	7	9780
16274.001	-1	9774
16275.001	-3	9772
16276.001	-2	9772
16277.001	-1	9773
16278.001	-1	9772
16279.001	-1	9772
16280.001	6	9779
16281.001	-6	9768
16282.001	5	9778
16283.001	-7	9767
16284.001	6	9778
16285.001	0	9774
16286.001	-1	9773
16287.001	-1	9773
16288.001	5	9778
16289.001	0	9775
16290.001	-2	9773
16291.001	-2	9772
16292.001	-2	9772
16293.001	6	9779
